method,test_case,participant,fluency,exposure,contrast,color,sharpness,noise,compression_artifacts,aesthetic
v4166,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,1,1,1,1,0,0,1,1
v3555,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,1,1,1,1,1,1,1,1
v0094,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,0,-1,0,0,-1,-1,0,0
v2889,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,1,1,1,1,0,0,1,1
v2801,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,1,1,1,1,1,0,1,1
v2063,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,0,0,0,0,0,0,0,0
v1984,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,1,1,1,1,1,1,1,1
v0886,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,0,0,0,0,0,0,0,0
v0009,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,0,-1,0,0,0,0,0,-1
v4537,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,1,1,1,1,1,1,1,1
v2525,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,0,0,0,0,-1,0,0,0
v0265,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,0,0,0,0,0,0,0,0
v4034,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,1,1,1,1,0,0,0,1
v0886,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,0,0,0,0,-1,0,0,0
v2328,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,1,0,0,0,-1,0,0,1
v0094,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,-1,-1,-1,-1,-1,-1,0,-1
v3555,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,1,1,1,1,1,1,1,1
v4048,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,1,1,1,1,1,1,1,1
v3175,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,-1,0,0,0,0,-1,0,0
v4034,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,1,1,1,1,0,0,0,1
v2513,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,0,0,0,0,0,0,0,0
v1025,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,0,0,0,0,0,-1,0,0
v1703,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,-1,0,1,1,0,0,0,1
v4537,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,1,1,1,1,1,1,1,1
v1703,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,-1,0,1,1,0,0,0,1
v3175,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,0,0,0,0,0,-1,-1,0
v1397,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,-1,1,1,1,0,0,-1,0
v2349,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,1,1,1,1,1,1,1,1
v0529,Maxwell,31ddaa13-1309-4d47-b0ea-75b020268f37,0,0,0,0,0,0,1,1
v2525,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,1,0,0,0,0,1,1,0
v0529,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,0,-1,0,0,1,1,0
v4097,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,1,1,1,0,1,1,1
v2181,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,0,0,0,-1,1,1,0
v1397,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,-1,0,0,0,1,1,1,0
v2635,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,-1,0,0,0,0,1,1,0
v0328,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,-1,-1,-1,0,1,1,-1
v4537,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,1,1,1,0,1,1,1
v4034,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,0,0,0,0,0,0,0
v3175,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,-1,0,0,-1,0,0,0
v0032,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,-1,0,0,-1,1,1,0
v1477,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,0,0,0,0,1,1,0
v0529,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,0,0,0,0,1,1,0
v2419,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,-1,-1,0,-1,1,1,-1
v2063,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,-1,0,0,0,0,1,-1
v2083,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,0,-1,0,-1,0,1,1
v2635,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,0,0,0,0,1,1,0
v3175,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,0,0,0,-1,1,1,-1
v4511,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,1,1,1,1,0,1,1,1
v3175,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,1,0,0,0,-1,1,1,0
v4511,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,0,0,0,0,1,1,1
v0886,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,-1,-1,0,0,1,1,0
v2328,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,0,0,0,0,0,1,0
v2801,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,0,0,0,0,0,1,0
v4034,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,0,0,0,0,0,0,0
v3555,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,0,0,0,0,0,0,0
v1190,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,0,0,1,0,0,1,1
v3740,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,0,-1,0,0,0,1,0
v0265,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,1,1,0,1,-1,0,1,0
v2889,Maxwell,4727324f-737a-4ff6-9d12-84ae58106891,0,0,0,0,0,0,0,0
v3583,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,1,1,0,1,0,0,0,1
v0009,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,-1,-1,-1,-1,0,0,0,-1
v1477,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,-1,0,0,0,0,0,0,-1
v2801,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,0,0,0,-1,0,0,0,-1
v1984,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,1,0,0,0,0,0,1,0
v3583,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,1,1,0,0,1,0,1,0
v2328,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,1,0,0,1,0,0,0,0
v2063,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,-1,0,0,-1,0,0,0,-1
v1394,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,-1,0,1,1,0,0,0,1
v1984,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,0,0,0,1,0,0,0,0
v1703,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,-1,1,1,1,1,0,1,1
v0032,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,1,0,0,-1,0,0,1,1
v2828,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,-1,0,0,-1,0,1,0,0
v4166,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,1,1,0,0,1,0,0,0
v3065,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,-1,-1,-1,-1,0,1,0,0
v4511,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,1,1,1,1,1,0,1,1
v4511,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,1,1,0,1,1,0,1,1
v1373,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,1,0,0,1,0,1,0,1
v0265,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,1,0,0,1,0,0,0,1
v4511,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,1,1,1,1,1,0,1,1
v2635,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,0,0,0,0,0,0,0,0
v2889,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,0,-1,0,0,0,0,0,0
v4097,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,1,1,1,1,1,0,1,1
v3065,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,-1,-1,0,-1,0,1,0,-1
v3583,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,1,1,1,1,0,0,0,1
v0530,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,1,0,0,-1,-1,1,0,0
v2525,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,1,1,0,1,0,1,0,1
v3583,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,1,1,1,1,0,1,0,1
v3065,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,-1,1,0,-1,0,-1,1,-1
v2525,Maxwell,ef859b1f-9de1-4cef-bd2b-3e0ac5b8a3b4,1,1,0,-1,0,0,1,1
v0032,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,1,-1,0,0,-1,0,0,0
v0314,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,0,0,0,-1,-1,-1,-1,0
v3740,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,1,0,0,0,0,1,1,0
v4048,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,1,1,1,1,0,1,1,1
v1984,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,1,1,0,0,0,0,0,0
v2328,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,1,1,1,0,0,1,1,1
v1373,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,1,0,0,0,-1,0,0,0
v1394,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,-1,0,0,0,-1,0,-1,0
v0009,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,1,-1,-1,0,0,0,0,-1
v0529,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,-1,1,1,1,0,0,0,1
v2828,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,0,0,0,1,-1,0,-1,0
v4166,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,1,1,1,1,1,1,1,1
v0094,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,-1,-1,-1,-1,-1,-1,-1,-1
v3355,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,1,1,1,1,0,1,1,1
v3555,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,1,1,0,1,0,1,1,1
v2181,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,1,1,0,0,0,1,0,0
v0878,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,1,0,0,0,0,1,0,0
v1477,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,1,1,1,1,0,1,1,1
v1984,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,1,0,0,0,0,1,1,0
v0328,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,-1,0,0,-1,-1,0,0,0
v3583,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,1,1,1,1,0,1,1,1
v4166,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,1,1,1,1,0,1,1,1
v2083,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,-1,1,0,0,0,1,1,1
v1025,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,-1,0,0,-1,0,1,1,0
v4235,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,1,1,1,1,0,1,1,1
v0094,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,-1,-1,0,0,-1,1,0,-1
v0529,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,-1,1,1,1,0,1,0,1
v1984,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,1,1,1,0,0,1,0,1
v3175,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,1,1,1,1,0,1,1,1
v0314,Maxwell,9854f14d-4021-4f1b-80e7-36a684ed2e92,-1,0,0,-1,0,1,-1,0
v2513,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,1,0,0,0,0,1,1,1
v4537,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,1,1,1,1,1,1,1,1
v2519,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,1,0,0,1,1,1,1,1
v2828,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,1,0,1,1,-1,1,1,1
v2525,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,1,0,0,0,0,1,1,0
v2801,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,1,1,1,1,0,1,1,1
v1190,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,1,0,1,0,1,1,1,1
v2349,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,-1,1,1,1,0,1,1,1
v0032,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,1,-1,-1,-1,0,0,1,0
v1984,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,1,1,0,0,0,1,1,0
v3292,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,1,0,0,0,-1,-1,1,0
v3555,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,-1,1,1,1,0,1,1,1
v4537,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,1,1,1,1,1,1,1,1
v4034,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,0,0,0,0,0,1,1,0
v2328,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,1,0,0,0,0,1,1,0
v0032,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,1,-1,-1,0,0,0,1,0
v0032,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,1,-1,0,0,-1,0,1,0
v1397,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,-1,1,1,1,1,1,-1,1
v2419,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,0,0,0,0,0,0,1,0
v2181,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,0,1,1,1,0,1,1,1
v3355,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,1,0,0,0,-1,0,1,0
v4048,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,1,1,1,1,1,1,1,0
v1190,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,1,1,1,1,1,1,1,1
v0265,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,1,-1,0,0,-1,1,1,1
v1477,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,-1,1,1,1,1,-1,1,1
v4235,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,1,0,0,0,-1,1,1,0
v0009,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,-1,-1,-1,1,-1,0,0,-1
v4097,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,0,1,1,1,1,1,1,1
v1394,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,1,0,0,1,-1,-1,-1,0
v0824,Maxwell,1f8bd8c6-3318-40af-a7a4-5f919048341c,1,-1,-1,1,1,1,0,0
v2828,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,1,0,1,0,0,0,1
v0530,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,-1,-1,-1,-1,-1,-1,-1
v2828,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,0,1,1,0,0,0,1
v0530,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,-1,-1,-1,-1,-1,-1,-1
v0530,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,0,-1,-1,0,-1,-1,-1
v2828,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,1,1,1,0,0,1,1
v2828,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,1,0,1,0,1,0,1
v0530,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,0,-1,-1,-1,-1,-1,-1
v0530,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,-1,-1,-1,-1,-1,-1,-1
v2828,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,1,1,1,0,0,0,1
v0530,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,-1,0,-1,-1,-1,-1,-1
v2828,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,1,1,1,0,0,0,1
v2828,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,1,1,1,0,0,1,1
v0530,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,0,-1,-1,-1,-1,-1,-1
v0530,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,-1,-1,-1,-1,-1,-1,-1
v2828,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,1,0,1,0,0,0,1
v2828,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,1,1,1,0,0,1,1
v0530,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,-1,-1,-1,-1,-1,-1,-1
v2828,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,0,0,1,0,0,0,1
v0530,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,-1,-1,-1,-1,-1,-1,-1
v2828,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,0,1,1,0,0,1,1
v0530,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,0,-1,-1,-1,-1,-1,-1
v2828,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,0,1,1,0,0,0,1
v0530,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,-1,-1,-1,-1,-1,-1,-1
v2828,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,0,0,0,0,-1,0,1
v0530,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,-1,-1,-1,-1,-1,-1,-1
v2828,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,0,0,0,0,-1,0,1
v0530,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,-1,-1,-1,-1,-1,-1,0
v0530,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,1,-1,0,-1,0,-1,-1,0
v2828,Maxwell,85d607b8-66a8-4124-ac51-6a415960d6ff,0,0,0,0,0,0,0,1
v1025,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,0,1,1,0,1,0,0
v4048,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,1,1,1,1,1,1,1
v2419,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,1,1,1,0,1,0,1
v0824,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,0,1,1,0,1,0,0
v3292,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,1,1,1,0,0,0,0
v0530,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,0,1,0,-1,1,-1,0
v4235,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,1,1,1,1,1,1,1
v1373,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,0,1,1,0,0,1,1
v3740,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,0,1,1,1,0,0,0
v1859,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,1,1,1,1,1,1,0
v0530,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,0,0,0,-1,1,-1,0
v2801,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,0,1,1,0,1,0,1
v1373,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,0,0,1,0,0,0,0
v1397,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,0,1,1,1,0,0,1,1
v2349,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,0,1,1,0,0,0,0
v0529,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,1,1,1,1,1,1,1
v0162,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,-1,1,0,-1,0,-1,-1
v2349,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,1,1,1,1,1,1,1
v2801,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,1,1,1,0,1,0,1
v4125,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,1,1,1,0,1,0,1
v2083,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,1,1,1,0,0,-1,1
v4537,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,1,1,1,1,1,1,1
v1397,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,0,1,1,1,1,1,1,1
v1373,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,0,1,1,0,1,1,1
v2328,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,0,1,1,0,0,0,1
v3292,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,0,1,1,0,0,0,1
v2328,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,0,0,0,0,0,0,1
v1397,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,0,0,1,1,1,1,1,1
v0886,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,0,0,0,0,-1,-1,1
v3292,Maxwell,c11a406e-302f-4f21-be2d-1f3a27fac77b,1,1,1,1,0,0,0,1
v2513,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,-1,-1,0,0,1,1,1,1
v1447,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,0,1,1,1,-1,-1,-1,0
v3065,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,-1,-1,-1,1,-1,-1,-1,0
v4097,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,1,1,1,1,1,1,1,1
v1025,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,0,1,-1,1,0,-1,0,0
v0878,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,-1,1,0,1,1,1,1,1
v4537,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,1,1,1,1,1,1,1,1
v2419,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,1,-1,-1,-1,-1,-1,-1,-1
v1394,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,-1,-1,0,-1,-1,-1,-1,-1
v3355,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,1,0,0,1,0,1,1,1
v0094,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,-1,-1,-1,-1,-1,-1,-1,-1
v0886,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,1,-1,0,0,0,0,1,1
v2525,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,1,-1,-1,1,-1,0,0,1
v0878,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,-1,1,1,1,1,1,0,1
v0032,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,-1,-1,-1,1,0,1,-1,0
v3355,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,1,0,0,0,-1,0,0,1
v2828,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,-1,0,-1,1,-1,0,-1,1
v2349,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,1,1,1,1,1,1,1,1
v4166,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,1,0,-1,-1,-1,0,-1,0
v4235,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,-1,1,-1,1,0,0,-1,-1
v4097,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,1,1,1,1,1,1,1,1
v1394,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,-1,-1,-1,0,-1,-1,-1,0
v1190,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,1,1,1,1,1,1,1,1
v2083,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,-1,-1,-1,1,0,-1,-1,1
v4097,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,1,1,1,1,1,1,1,1
v0094,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,-1,-1,-1,-1,-1,-1,-1,-1
v0162,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,-1,-1,-1,-1,-1,-1,0,-1
v2349,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,1,1,1,1,1,1,1,1
v1190,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,1,1,1,1,1,0,0,1
v0162,Maxwell,30f85572-69e4-41c3-97d8-25f74a2a229a,-1,-1,-1,-1,-1,-1,-1,-1
v2889,Maxwell,3a23769b-fdcf-4dd6-b967-a8640412a76e,0,1,1,0,0,1,-1,0
v0009,Maxwell,3a23769b-fdcf-4dd6-b967-a8640412a76e,-1,-1,-1,0,0,0,0,0
v3065,Maxwell,3a23769b-fdcf-4dd6-b967-a8640412a76e,-1,0,0,0,0,-1,-1,0
v1373,Maxwell,3a23769b-fdcf-4dd6-b967-a8640412a76e,-1,1,1,0,0,1,1,0
v2525,Maxwell,3a23769b-fdcf-4dd6-b967-a8640412a76e,1,1,0,1,0,1,1,1
v2889,Maxwell,3a23769b-fdcf-4dd6-b967-a8640412a76e,-1,0,1,0,0,0,-1,0
v3065,Maxwell,3a23769b-fdcf-4dd6-b967-a8640412a76e,0,0,0,1,0,0,0,1
v1703,Maxwell,3a23769b-fdcf-4dd6-b967-a8640412a76e,-1,-1,0,-1,0,0,0,-1
v4166,Maxwell,3a23769b-fdcf-4dd6-b967-a8640412a76e,0,1,1,1,0,0,1,1
v3583,Maxwell,3a23769b-fdcf-4dd6-b967-a8640412a76e,-1,0,0,0,-1,-1,0,0
v2181,Maxwell,3a23769b-fdcf-4dd6-b967-a8640412a76e,1,1,1,1,0,0,0,1
v0530,Maxwell,3a23769b-fdcf-4dd6-b967-a8640412a76e,0,0,0,0,-1,-1,-1,1
v1397,Maxwell,3a23769b-fdcf-4dd6-b967-a8640412a76e,1,1,1,1,0,0,0,1
v2889,Maxwell,3a23769b-fdcf-4dd6-b967-a8640412a76e,0,1,1,1,0,-1,-1,1
v0529,Maxwell,3a23769b-fdcf-4dd6-b967-a8640412a76e,-1,1,1,1,0,0,0,0
v3292,Maxwell,3a23769b-fdcf-4dd6-b967-a8640412a76e,1,1,1,1,-1,-1,-1,0
v0878,Maxwell,3a23769b-fdcf-4dd6-b967-a8640412a76e,-1,1,1,1,1,1,1,0
